read5210 3191 0.021437578814627996 0.002 0.028 0.0 0.01 read8430
read2957 3191 0.017969735182849937 0.034 0.002 0.03 0.01 read9705
read11221 3188 0.03408015146733986 0.01 0.012 0.02 0.02 read9796
read13545 3188 0.028715683180814137 0.046 0.014 0.0 0.03 read13834
read1203 3187 0.03188131313131313 0.046 0.05 0.01 0.1 read2635
read17516 3187 0.029178560101490645 0.0 0.0 0.0 0.04 read2433
read5985 3187 0.028715683180814137 0.048 0.038 0.04 0.05 read498
read3003 3187 0.030618686868686868 0.048 0.026 0.03 0.0 read3990
read7665 3187 0.0031565656565656565 0.0 0.0 0.01 0.0 read16671
read6639 3186 0.04167982317650774 0.036 0.018 0.03 0.02 read15325
read10866 3186 0.02968108620145248 0.04 0.0 0.0 0.0 read3825
read16805 3186 0.05083675402589201 0.004 0.064 0.02 0.04 read8137
read3129 3186 0.028102305020524156 0.01 0.046 0.0 0.04 read9276
read2912 3185 0.030006317119393555 0.0 0.082 0.0 0.05 read3366
read3206 3185 0.03853442830069488 0.016 0.014 0.03 0.05 read7564
read4504 3185 0.019873817034700314 0.056 0.022 0.01 0.05 read9797
read5321 3183 0.026232616940581543 0.048 0.016 0.04 0.04 read13720
read13437 3183 0.022123893805309734 0.0 0.046 0.0 0.0 read146
read1602 3182 0.028137843819159025 0.01 0.006 0.02 0.01 read2684
read307 3182 0.029086310464748657 0.024 0.05 0.04 0.04 read1849
read16233 3182 0.040279099270535995 0.112 0.034 0.39 0.02 read8032
read773 3180 0.023093957608351787 0.068 0.0 0.02 0.0 read15929
read798 3180 0.035748180955393866 0.054 0.068 0.0 0.01 read12250
read5546 3180 0.026257513445112308 0.012 0.01 0.06 0.06 read17525
read3955 3180 0.002530844669408415 0.0 0.0 0.0 0.0 read8137
read8610 3180 0.02530844669408415 0.032 0.012 0.0 0.0 read15695
read10949 3178 0.023741690408357077 0.012 0.048 0.07 0.02 read12531
read62 3178 0.035454257676479896 0.012 0.072 0.0 0.08 read10090
read4717 3178 0.044317822095599875 0.008 0.006 0.01 0.06 read1110
read5226 3178 0.021209243431465654 0.024 0.012 0.03 0.02 read10704
read14397 3177 0.019632678910702975 0.0 0.054 0.01 0.02 read11812
read17568 3177 0.032504780114722756 0.01 0.038 0.02 0.0 read14818
read6941 3177 0.02026599113362888 0.062 0.0 0.02 0.0 read14292
read1858 3177 0.027232425585813805 0.072 0.012 0.01 0.01 read5018
read3489 3177 0.013932868904369854 0.002 0.006 0.0 0.02 read11879
read13791 3176 0.03389293633196072 0.01 0.046 0.0 0.0 read10140
read15716 3176 0.020589166930630346 0.0 0.004 0.0 0.01 read5536
read15897 3175 0.03513770180436847 0.062 0.008 0.0 0.0 read4247
read2133 3175 0.034220532319391636 0.064 0.038 0.05 0.04 read3013
read9859 3173 0.035193405199746355 0.042 0.016 0.0 0.0 read2390
read7177 3173 0.002849905003166561 0.008 0.0 0.0 0.0 read498
read13666 3173 0.0031705770450221942 0.0 0.0 0.01 0.0 read8848
read5354 3172 0.038058991436726926 0.042 0.014 0.04 0.05 read12531
read14845 3172 0.0364732001268633 0.014 0.106 0.0 0.01 read4605
read9642 3172 0.025689819219790674 0.016 0.008 0.03 0.01 read4240
read2815 3172 0.02759276879162702 0.016 0.036 0.03 0.02 read8271
read1893 3172 0.034887408816999685 0.058 0.012 0.03 0.0 read11372
read8310 3172 0.019029495718363463 0.03 0.008 0.01 0.0 read2290
read14436 3172 0.02440570522979398 0.054 0.0 0.01 0.0 read16620
read5412 3169 0.03650793650793651 0.014 0.04 0.01 0.04 read4438
read10566 3169 0.02158730158730159 0.022 0.088 0.05 0.02 read16219
read5340 3169 0.005714285714285714 0.026 0.0 0.0 0.0 read11595
read16255 3169 0.03396825396825397 0.036 0.054 0.09 0.05 read13061
read13772 3169 0.036825396825396824 0.016 0.074 0.01 0.03 read3830
read9872 3169 0.05636942675159236 0.004 0.098 0.02 0.01 read993
read16366 3169 0.015873015873015872 0.03 0.0 0.0 0.0 read3580
read8789 3169 0.027936507936507936 0.056 0.004 0.02 0.03 read8388
read11275 3169 0.011428571428571429 0.0 0.038 0.0 0.05 read15929
read13450 3168 0.03426395939086294 0.02 0.018 0.06 0.02 read2274
read5344 3168 3.1756113051762465E-4 0.0 0.002 0.0 0.0 read14875
read5255 3168 0.04477611940298507 0.008 0.09 0.02 0.33 read3305
read10283 3168 0.03207367418228009 0.026 0.022 0.05 0.01 read12960
read13304 3168 0.041282946967291206 0.044 0.042 0.02 0.02 read12003
read7701 3168 0.02928071292170592 0.084 0.01 0.05 0.07 read1050
read10384 3168 0.041600508097808825 0.108 0.016 0.12 0.01 read12708
read3104 3168 0.026992696093998094 0.066 0.066 0.02 0.03 read13202
read14058 3168 0.025087329310892345 0.016 0.026 0.03 0.0 read4380
read17273 3168 0.020323912353127978 0.0 0.026 0.01 0.0 read15885
read10400 3158 0.08171834625322998 0.044 0.09 0.0 0.09 read4388
read5652 3158 0.03663587129659127 0.012 0.09 0.0 0.04 read7891
read15438 3158 0.02580439630455559 0.024 0.032 0.01 0.03 read6124
read6067 3158 0.030582988212806625 0.04 0.076 0.02 0.03 read5721
read1830 3158 0.02548582351067219 0.028 0.044 0.01 0.02 read17414
read1538 3157 0.032504780114722756 0.082 0.0 0.0 0.0 read14820
read1595 3157 0.04079031230082855 0.06 0.042 0.05 0.0 read2995
read10587 3157 0.03760356915232632 0.008 0.01 0.02 0.01 read15579
read946 3157 0.0289993626513703 0.02 0.066 0.0 0.04 read4304
read12942 3156 0.03283391775581766 0.02 0.044 0.01 0.05 read8493
read4963 3156 0.025502072043353523 0.052 0.016 0.01 0.01 read5716
read9601 3155 0.028698979591836735 0.042 0.014 0.02 0.04 read10185
read11938 3152 0.02681136291094797 0.042 0.014 0.0 0.0 read4389
read15835 3152 0.038301947015639964 0.11 0.016 0.37 0.04 read12478
read4697 3150 0.0313800832532821 0.024 0.002 0.0 0.04 read2390
read17648 3150 0.04279782816991377 0.01 0.014 0.05 0.05 read16545
read10221 3150 0.03832641328648994 0.03 0.094 0.05 0.0 read1266
read1487 3150 0.02682848930054296 0.0 0.012 0.0 0.01 read14211
read1001 3150 0.02906419674225487 0.012 0.044 0.08 0.02 read11184
read4528 3149 0.04974326059050064 0.008 0.076 0.01 0.57 read1229
read9734 3149 0.01888604353393086 0.018 0.006 0.02 0.05 read12531
read7946 3149 0.039133247089262614 0.018 0.096 0.01 0.19 read15765
read11649 3149 0.03514376996805112 0.016 0.038 0.0 0.01 read5555
read8773 3148 0.024288910194950462 0.068 0.01 0.0 0.07 read1110
read15902 3148 0.03036113774368808 0.018 0.048 0.01 0.02 read811
read17049 3147 0.13895216400911162 0.19 0.158 0.95 0.56 read5326
read15558 3147 0.02193548387096774 0.004 0.02 0.03 0.02 read17277
read4967 3147 0.02589514066496164 0.012 0.008 0.01 0.05 read2213
read14301 3145 0.0345489443378119 0.06 0.06 0.01 0.01 read8848
read2025 3145 0.023672424824056303 0.052 0.0 0.02 0.04 read1868
read7392 3145 0.04702495201535509 0.076 0.062 0.11 0.01 read2900
read7960 3145 0.02914798206278027 0.09 0.0234375 0.05 0.01 read201
read14925 3145 0.01055662188099808 0.0 0.05 0.0 0.0 read5583
read3373 3141 0.0490070467648943 0.062 0.022 0.05 0.15 read6008
read2934 3141 0.028443592201981463 0.027777777777777776 0.026 0.01 0.02 read17306
read12092 3141 0.025624599615631006 0.0 0.024 0.0 0.0 read5168
read14047 3140 0.029798141621275233 0.092 0.004 0.03 0.0 read5215
read1725 3140 0.0032041012495994873 0.01 0.0 0.0 0.0 read9276
read12440 3140 0.028836911246395387 0.022 0.026 0.05 0.02 read1821
read11111 3139 0.04038461538461539 0.0 0.058 0.0 0.07 read1868
read8886 3139 0.0391025641025641 0.05 0.028 0.14 0.01 read6008
read5386 3139 0.028205128205128206 0.034 0.074 0.02 0.04 read7966
read8554 3139 0.026923076923076925 0.018 0.02 0.02 0.03 read3780
read3962 3139 0.026282051282051282 0.006 0.036 0.0 0.01 read13882
read10049 3139 0.028525641025641025 0.01 0.06 0.02 0.02 read14875
read3575 3138 0.04328310355883296 0.066 0.052 0.0 0.0 read5030
read16950 3138 0.03302340493747996 0.02 0.028 0.01 0.02 read282
read16522 3138 0.036229560756652776 0.008 0.114 0.0 0.15 read4125
read10019 3138 0.02532863097146521 0.002 0.016 0.0 0.01 read5296
read14994 3138 0.017954472587367747 0.028 0.062 0.01 0.04 read2980
read9 3136 0.013795316008982997 0.048 0.0 0.05 0.0 read6556
read17488 3136 0.03144048764837985 0.048 0.012 0.04 0.05 read2323
read2353 3134 0.034028892455858745 0.03 0.0 0.0 0.01 read5891
read7895 3134 0.045906902086677366 0.02 0.044 0.12 0.11 read10170
read9341 3134 0.03531300160513644 0.05 0.058 0.05 0.01 read4584
read17678 3134 0.012199036918138041 0.058 0.0 0.0 0.0 read11140
read14053 3134 0.0420545746388443 0.07 0.014 0.02 0.03 read14575
read1519 3133 0.020552344251766216 0.026 0.022 0.03 0.02 read5583
read5005 3133 0.027617212588310854 0.04 0.004 0.03 0.01 read13298
read1290 3133 0.02697495183044316 0.016 0.038 0.0 0.04 read8183
read4762 3133 0.02697495183044316 0.0 0.008 0.0 0.0 read9003
read7776 3133 0.014450867052023121 0.01 0.018 0.02 0.06 read16224
read1020 3132 0.027947317699967878 0.032 0.066 0.0 0.04 read5583
read1074 3132 0.030195952457436556 0.006 0.068 0.03 0.03 read791
read3960 3132 0.0369418567298426 0.0 0.088 0.02 0.02 read11229
read12778 3132 0.024413748795374238 0.024 0.036 0.03 0.05 read9276
read380 3129 0.03247588424437299 0.044 0.014 0.02 0.01 read2932
read12554 3129 0.01864951768488746 0.018 0.01 0.0 0.0 read12174
read9453 3129 0.027009646302250803 0.02 0.012 0.03 0.01 read9366
read8900 3129 0.026688102893890675 0.026 0.0 0.01 0.02 read9705
read7227 3129 0.015434083601286173 0.0 0.096 0.01 0.0 read9828
read12632 3128 0.029269861691862336 0.022 0.014 0.03 0.01 read10795
read17544 3128 0.050930460333006855 0.03 0.082 0.06 0.25 read7403
read15587 3127 0.006113256113256113 0.0 0.0 0.0 0.0 read12531
read874 3127 0.03507078507078507 0.032 0.01 0.02 0.04 read7274
read4827 3127 0.018018018018018018 0.0 0.048 0.05 0.01 read17517
read13861 3124 0.020933977455716585 0.032 0.02 0.01 0.06 read10796
read16471 3124 0.028985507246376812 0.0 0.028 0.0 0.02 read13895
read6283 3124 0.026731078904991948 0.044 0.02 0.0 0.02 read16123
read13908 3124 0.03671497584541063 0.034 0.036 0.14 0.01 read16935
read16571 3124 0.03510466988727858 0.082 0.024 0.04 0.0 read8151
read13662 3124 0.03510466988727858 0.038 0.038 0.02 0.03 read2907
read7933 3124 0.027697262479871174 0.018 0.04 0.08 0.0 read14999
read1217 3124 0.04154589371980676 0.03 0.004 0.0 0.04 read10358
read1398 3121 0.024822695035460994 0.014 0.024 0.02 0.01 read8541
read16700 3121 0.02425614489003881 0.014 0.016 0.0 0.0 read3618
read10810 3121 0.025275437459494492 0.01 0.046 0.0 0.02 read16284
read5194 3118 0.03872216844143272 0.034 0.002 0.03 0.0 read1145
read15210 3118 0.020651823168764117 0.0 0.046 0.0 0.01 read2171
read14675 3118 0.03355921264924169 0.026 0.032 0.0 0.01 read7012
read14140 3118 0.04743465634075508 0.01 0.112 0.0 0.18 read11476
read6236 3118 0.031894329896907214 0.04950495049504951 0.042 0.17 0.0 read13960
read14692 3118 0.020006453694740238 0.022 0.014 0.01 0.03 read4208
read2667 3118 0.04291707002258793 0.016 0.016 0.02 0.01 read498
read13643 3116 0.02970616725863739 0.026 0.022 0.0 0.0 read5847
read16601 3116 0.033215091905836824 0.025793650793650792 0.0 0.0 0.0 read5558
read5074 3116 0.03939296092993219 0.068 0.038 0.0 0.0 read11595
read11955 3116 0.017759121730707136 0.02 0.008 0.03 0.0 read8388
read13838 3116 0.018727801097836616 0.026 0.002 0.03 0.02 read14875
read15801 3115 0.03359173126614987 0.038 0.03 0.03 0.03 read12971
read10574 3111 0.031371280724450196 0.034 0.07 0.02 0.02 read13950
read3662 3111 0.023932729624838292 0.032 0.034 0.01 0.02 read16640
read1909 3111 0.03266494178525226 0.01 0.036 0.05 0.01 read12845
read734 3111 0.02943078913324709 0.004 0.048 0.0 0.05 read6218
read2595 3111 0.02328589909443726 0.01 0.096 0.02 0.03 read11077
read7970 3111 0.0258732212160414 0.018 0.026 0.02 0.06 read2594
read14804 3110 0.08914728682170543 0.046 0.092 0.01 0.01 read15225
read14988 3110 0.03515625 0.05 0.014 0.06 0.01 read12531
read9213 3110 0.026623376623376622 0.026 0.007575757575757576 0.0 0.02 read15722
read3271 3110 0.025558071821417016 0.004 0.044 0.0 0.01 read8137
read4576 3101 0.023685918234912395 0.024 0.018 0.05 0.01 read5583
read6975 3101 0.03082414016872161 0.004 0.018 0.03 0.01 read16908
read2036 3101 0.023134571521668295 0.034 0.0 0.02 0.0 read6042
read17448 3100 0.02661473547549497 0.03 0.052 0.04 0.03 read2985
read11419 3100 0.0347289840960727 0.02 0.008 0.02 0.03 read4341
read9394 3099 0.03344155844155844 0.022 0.0 0.01 0.02 read6286
read12456 3099 0.02987012987012987 0.028 0.032 0.03 0.0 read6371
read4088 3095 0.03023407022106632 0.0 0.022 0.0 0.01 read2635
read3083 3095 0.02857142857142857 0.036 0.044 0.03 0.04 read3577
read3723 3095 0.03706111833550065 0.012 0.006 0.0 0.0 read6104
read9880 3095 0.028283485045513652 0.0 0.068 0.0 0.02 read10792
read17396 3095 0.03160638644509612 0.04 0.028 0.06 0.03 read8189
read5980 3094 0.030884265279583874 0.023952095808383235 0.014 0.0 0.0 read4571
read17642 3094 0.03349593495934959 0.074 0.056 0.03 0.0 read17518
read16977 3094 0.055609756097560976 0.11 0.034 0.06 0.02 read17546
read448 3094 0.0383739837398374 0.018 0.038 0.01 0.07 read220
read13892 3094 0.018536585365853658 0.028 0.0 0.02 0.0 read3600
read7636 3089 0.01758957654723127 0.0 0.0 0.0 0.0 read6008
read13019 3089 0.033876221498371335 0.034 0.042 0.02 0.0 read11772
read12213 3089 0.024104234527687295 0.018 0.0 0.03 0.0 read10980
read13110 3086 0.025432018258884904 0.034 0.004 0.0 0.01 read8569
read13980 3086 0.03749592435604825 0.02 0.058 0.05 0.03 read3227
read10270 3086 0.024779915226605803 0.022 0.006 0.02 0.08 read8841
read8089 3086 0.1597084161696488 0.206 0.134 0.87 0.6 read2484
read5586 3085 0.03457273320287019 0.024 0.018 0.04 0.0 read14518
read7100 3085 0.040769732550554466 0.06 0.032 0.06 0.0 read3963
read3979 3085 0.024787997390737115 0.024 0.038 0.01 0.04 read3577
read5692 3085 0.037834311806914545 0.07 0.01 0.01 0.01 read5014
read14519 3085 0.028505897771952816 0.016 0.034 0.03 0.02 read6407
read3944 3085 0.02054794520547945 0.056 0.028 0.03 0.01 read8454
read503 3074 0.044189852700491 0.038 0.054 0.09 0.0 read3860
read11801 3074 0.03600654664484452 0.072 0.026 0.01 0.02 read11595
read5338 3074 0.03044189852700491 0.0 0.062 0.0 0.01 read4885
read1439 3074 0.029459901800327332 0.042 0.06 0.02 0.04 read9060
read14787 3074 0.015057283142389525 0.01 0.072 0.0 0.01 read16935
read17182 3073 0.026437541308658295 0.0 0.03 0.0 0.0 read6207
read6744 3073 0.06080855329101236 0.042 0.12 0.0 0.3 read7760
read1904 3073 0.011132940406024885 0.0 0.0 0.01 0.0 read6008
read5461 3073 0.03646517739816032 0.038 0.008 0.03 0.06 read15444
read491 3073 0.028449967298888164 0.04 0.0 0.02 0.03 read16903
read13779 3073 0.022920759659463 0.028 0.002 0.03 0.01 read14999
read6228 3073 0.01768172888015717 0.006 0.018 0.01 0.02 read8813
read11467 3073 0.025295663600525625 0.016 0.002 0.04 0.02 read6603
read6562 3072 0.02747791952894995 0.03 0.008 0.01 0.0 read16195
read17431 3072 0.04084321475625823 0.04 0.022 0.01 0.06 read16545
read6858 3072 0.031116934163118243 0.022 0.02 0.01 0.0 read10263
read5264 3072 0.004585653455617425 0.0 0.012 0.01 0.14 read2433
read6808 3069 0.04163934426229508 0.06 0.066 0.02 0.12 read2433
read13382 3069 0.059932659932659935 0.036 0.124 0.01 0.05 read17012
read7081 3068 0.0321416857986225 0.004 0.048 0.0 0.14 read1110
read12768 3068 0.025910134470318136 0.014 0.012 0.02 0.02 read12425
read15510 3065 0.016414970453053186 0.012 0.01 0.01 0.02 read11595
read17119 3065 0.0623768877216021 0.022 0.166 0.0 0.01 read3949
read15337 3065 0.019369665134602757 0.01 0.0 0.0 0.02 read11601
read17317 3065 0.02856204858831254 0.0 0.036 0.01 0.0 read2653
read12099 3065 0.02298095863427446 0.054 0.01 0.03 0.0 read5770
read8844 3065 0.022652659225213395 0.0 0.016 0.0 0.04 read1343
read1790 3064 0.026272577996715927 0.042 0.052 0.0 0.0 read6008
read5883 3064 0.020361247947454843 0.012 0.0 0.01 0.03 read498
read16243 3064 0.006896551724137931 0.01 0.0 0.0 0.0 read4917
read10022 3063 0.02923784494086728 0.018 0.002 0.0 0.02 read7753
read5880 3063 0.030223390275952694 0.042 0.026 0.06 0.01 read11726
read3778 3062 0.03056194544857049 0.052 0.01 0.03 0.0 read13616
read6755 3062 0.031219191587249426 0.034 0.06 0.0 0.01 read7034
read4530 3056 0.02667105696410932 0.006 0.01 0.0 0.02 read10011
read5710 3056 0.02206124464932499 0.016 0.02 0.01 0.04 read6445
read1421 3056 0.010536713862364174 0.004 0.026 0.02 0.14 read8569
read17230 3056 0.025082508250825083 0.0 0.018 0.0 0.04 read15929
read8102 3056 0.025024695423114918 0.038 0.038 0.04 0.03 read7351
read143 3056 0.012512347711557459 0.0 0.0 0.0 0.01 read1110
read14278 3056 0.02798814619690484 0.034 0.014 0.03 0.0 read4410
read14448 3055 0.022727272727272728 0.026 0.0 0.02 0.01 read10050
read14260 3055 0.024703557312252964 0.01 0.028 0.0 0.05 read8493
read5550 3055 0.026021080368906456 0.016 0.062 0.0 0.04 read8641
read10438 3055 0.0230566534914361 0.004 0.01 0.0 0.04 read7989
read161 3055 0.033267457180500656 0.012 0.03 0.02 0.01 read11976
read16159 3052 0.022090339597757996 0.0 0.018 0.0 0.0 read240
read50 3052 0.03824596109462578 0.006 0.034 0.01 0.0 read13309
read16523 3052 0.024068578964721397 0.05 0.0 0.0 0.01 read11928
read5335 3052 0.04187273326739202 0.07 0.05 0.02 0.0 read17558
read8617 3052 0.041213320145070884 0.048 0.06 0.03 0.04 read16935
read10924 3052 0.03130148270181219 0.012 0.028 0.02 0.0 read4208
read11944 3052 0.03132212331025387 0.026 0.022 0.0 0.01 read4385
read11331 3052 0.030003297065611605 0.048 0.02 0.04 0.01 read17277
read10060 3052 0.03132212331025387 0.02 0.03 0.02 0.03 read2278
read17099 3052 0.033300362677217275 0.01 0.024 0.03 0.06 read16675
read12633 3052 0.050702295306611855 0.024 0.052 0.0 0.0 read15780
read11733 3052 0.04087013843111404 0.0718562874251497 0.068 0.02 0.13 read5445
read10297 3050 0.028703398218409767 0.024 0.0 0.0 0.0 read335
read3448 3050 0.034971956450016495 0.028 0.028 0.0 0.05 read2354
read14323 3050 0.02045529528208512 0.012 0.034 0.01 0.06 read15236
read16705 3050 0.043549983503794125 0.008 0.008 0.05 0.0 read4113
read8155 3050 0.0033829499323410014 0.0 0.026 0.04 0.06 read9828
read10914 3050 0.03233256351039261 0.05 0.018 0.03 0.01 read6847
read12366 3050 0.0029693170570768723 0.0 0.01 0.01 0.0 read15722
read2630 3050 0.025404157043879907 0.002 0.03 0.0 0.02 read9276
read11535 3044 0.031074380165289257 0.006 0.014 0.02 0.01 read10954
read12663 3044 0.027879190175904414 0.012 0.082 0.01 0.27 read11655
read10883 3044 0.023140495867768594 0.048 0.0 0.09 0.02 read1921
read15302 3041 0.021178027796161483 0.036 0.028 0.0 0.03 read1206
read11396 3041 0.05446695450016606 0.102 0.056 0.07 0.03 read13759
read6676 3041 0.02945069490403706 0.052 0.002 0.0 0.02 read1167
read5415 3041 0.02382528127068167 0.028 0.012 0.12 0.02 read2814
read16814 3041 0.01886168100595632 0.048 0.01 0.06 0.02 read7968
read4112 3041 0.04897418927862343 0.022 0.03 0.02 0.02 read9155
read4256 3041 0.025776602775941838 0.018 0.006 0.0 0.0 read7580
read6425 3039 0.02384105960264901 0.02 0.026 0.02 0.0 read1206
read550 3039 0.02185430463576159 0.0 0.042 0.0 0.01 read1006
read10594 3039 0.03708609271523179 0.05 0.034 0.01 0.03 read141
read15429 3039 0.02880794701986755 0.012 0.038 0.02 0.0 read2982
read7628 3033 0.025879230258792303 0.03 0.018 0.05 0.01 read13028
read1522 3033 0.04108681245858184 0.012 0.048 0.02 0.01 read5721
read14154 3033 0.035832780358327807 0.068 0.018 0.0 0.07 read7644
read17196 3030 0.0348721355031551 0.0 0.05 0.02 0.0 read323
read9474 3030 0.030886748588508803 0.064 0.014 0.03 0.04 read3775
read14253 3030 0.03686482896047825 0.014 0.036 0.01 0.04 read11601
read9769 3030 0.010627698439056792 0.0 0.006 0.01 0.0 read2246
read12719 3030 0.033211557622052475 0.054 0.036 0.0 0.0 read8541
read10100 3030 0.009299236134174693 0.046 0.0 0.0 0.0 read355
read6177 3029 0.027906976744186046 0.05 0.038 0.04 0.02 read6549
read3731 3029 0.019601328903654486 0.018 0.032 0.01 0.01 read7968
read5356 3029 0.03421926910299003 0.016 0.02 0.06 0.03 read12569
read15292 3029 0.043274069104327406 0.036 0.0 0.01 0.0 read9486
read8644 3029 0.03887043189368771 0.05 0.016 0.02 0.07 read8853
read9207 3029 0.014285714285714285 0.026 0.014 0.0 0.03 read2420
read841 3027 0.03357712765957447 0.026 0.018 0.01 0.06 read15135
read13807 3027 0.020279255319148936 0.012 0.016 0.0 0.02 read7968
read15791 3027 0.01761968085106383 0.02 0.004 0.01 0.0 read11579
read10047 3022 0.035274542429284524 0.10358565737051793 0.038 0.03 0.0 read6523
read2752 3022 0.0043463724506853894 0.0 0.01 0.0 0.0 read8493
read5832 3022 0.02097902097902098 0.018 0.02 0.0 0.0 read15186
read13147 3018 0.026307026307026308 0.016 0.038 0.03 0.05 read8848
read13392 3018 0.022674224741580526 0.024 0.056 0.02 0.1 read13109
read11482 3018 0.032010670223407804 0.018 0.078 0.0 0.0 read11836
read5193 3018 0.020673557852617538 0.02 0.024 0.0 0.01 read17260
read13270 3011 0.029411764705882353 0.06 0.046 0.05 0.01 read9610
read6900 3011 0.037098930481283425 0.05 0.016 0.0 0.01 read16362
read8542 3011 0.03308823529411765 0.028 0.044 0.01 0.02 read5705
read15819 3011 0.03542780748663102 0.012 0.106 0.05 0.0 read7491
read7624 3011 0.019385026737967916 0.0 0.012 0.01 0.03 read17088
read11565 3011 0.02606951871657754 0.082 0.02 0.04 0.01 read5313
read3805 3011 0.011363636363636364 0.024 0.016 0.01 0.0 read4423
read13385 3011 0.0066844919786096255 0.0 0.0 0.0 0.0 read11372
read6997 3007 0.03145917001338688 0.02 0.098 0.02 0.02 read9174
read14870 3007 0.036479250334672024 0.008 0.028 0.01 0.02 read1433
read1452 3007 0.030455153949129853 0.026 0.05 0.04 0.14 read8137
read9185 3005 0.029470864032150032 0.024 0.012 0.0 0.01 read9706
read7906 3005 0.04956463496316142 0.028 0.07 0.05 0.02 read12070
read16827 3005 0.1426644182124789 0.136 0.208 0.35 0.48 read2944
read5861 3005 0.03248492967180174 0.02 0.054 0.0 0.04 read16802
read16272 3005 0.009042196918955124 0.0 0.054 0.0 0.0 read10353
read5668 3005 0.021768251841929 0.036 0.018 0.0 0.03 read12916
read7194 3005 0.030475552578700604 0.096 0.0 0.01 0.02 read12824
read15067 3005 0.03784326858673811 0.044 0.03 0.0 0.03 read12330
read9422 3005 0.004688546550569324 0.0 0.0 0.0 0.0 read5511
read11921 3004 0.06922043010752688 0.024 0.078 0.07 0.13 read16935
read10015 3004 0.07272082298687478 0.104 0.044 0.11 0.03 read5884
read14858 3004 0.009380234505862646 0.0 0.024 0.05 0.01 read3594
read5777 3004 0.003015075376884422 0.0 0.0 0.0 0.0 read498
read2784 3003 0.03284182305630027 0.042 0.078 0.0 0.02 read16757
read7219 3003 0.026474530831099196 0.044 0.004 0.02 0.02 read14782
read13208 3003 0.020107238605898123 0.0 0.068 0.02 0.0 read1569
read8637 3003 0.032171581769437 0.058 0.02 0.02 0.03 read4414
read15418 3003 0.0023458445040214475 0.004 0.0 0.0 0.0 read7968
read13964 3000 0.03875968992248062 0.036 0.028 0.12 0.04 read3218
read9522 3000 0.024152968802415298 0.048 0.056 0.05 0.09 read14175
read314 3000 0.020127474002012747 0.048 0.002 0.06 0.03 read12990
read16105 2996 0.027880416526704737 0.018 0.0 0.0 0.0 read11827
read962 2996 0.054380664652567974 0.12 0.1 0.02 0.03 read1531
read1990 2996 0.03123950285522338 0.032 0.064 0.0 0.01 read1110
read10526 2996 0.022505878401074906 0.018 0.006 0.0 0.03 read15722
read15488 2996 0.05005038629492778 0.06 0.024 0.01 0.01 read13400
read7637 2996 0.032648939750925615 0.003937007874015748 0.064 0.01 0.01 read12388
read4895 2995 0.028225806451612902 0.012 0.048 0.0 0.05 read10728
read16292 2995 0.03595430107526882 0.016 0.01 0.01 0.0 read8918
read12146 2995 0.020161290322580645 0.018 0.032 0.0 0.01 read16423
read4678 2978 0.01486988847583643 0.002 0.0 0.0 0.0 read1110
read2239 2978 0.03433038749150238 0.0 0.054 0.04 0.0 read16935
read4278 2978 0.03649881716796215 0.046 0.022 0.02 0.02 read1987
read11253 2978 0.03109158499493072 0.014 0.022 0.03 0.1 read6882
read13797 2973 0.01997291807718348 0.032 0.01 0.0 0.0 read5215
read13469 2973 0.01929587000677048 0.048 0.0 0.02 0.0 read10652
read2648 2973 0.035278154681139755 0.08661417322834646 0.006 0.04 0.01 read10404
read9703 2973 0.04942450914014895 0.024 0.014 0.0 0.0 read9988
read17324 2973 0.026743398781313474 0.016 0.024 0.02 0.01 read9834
read10287 2973 0.01828029790115098 0.018 0.032 0.13 0.04 read8137
read9401 2973 0.04792879150975693 0.014 0.122 0.03 0.31 read5849
read16433 2973 0.015572105619498984 0.022 0.012 0.06 0.0 read13506
read17628 2973 0.037914691943127965 0.062 0.028 0.0 0.05 read9276
read10347 2973 0.026404874746106973 0.0 0.0 0.01 0.01 read16115
read13541 2971 0.05013550135501355 0.042 0.12 0.02 0.0 read8862
read5481 2971 0.020663956639566397 0.05 0.014 0.02 0.0 read17549
read7256 2967 0.03290366350067843 0.054 0.03 0.0 0.03 read12813
read15166 2967 0.035278154681139755 0.0 0.01 0.0 0.01 read753
read8483 2957 0.030973451327433628 0.008 0.028 0.05 0.04 read5583
read867 2957 0.031313818924438394 0.034 0.072 0.02 0.01 read12531
read16982 2957 0.05207624234172907 0.03 0.014 0.06 0.03 read7465
read15709 2955 0.0388283378746594 0.038 0.106 0.0 0.03 read2359
read5055 2955 0.0326975476839237 0.012 0.066 0.01 0.05 read9181
read2024 2955 0.030994550408719346 0.0 0.016 0.01 0.04 read7346
read6568 2955 0.03333333333333333 0.051587301587301584 0.036 0.01 0.0 read14070
read12600 2954 0.03986371379897785 0.012 0.046 0.0 0.03 read1592
read14218 2954 0.027938671209540033 0.024 0.042 0.02 0.03 read13846
read3913 2954 0.03475298126064736 0.026 0.022 0.06 0.02 read10716
read17080 2954 0.030664395229982964 0.036 0.004 0.03 0.02 read17663
read15914 2954 0.034071550255536626 0.026 0.062 0.01 0.02 read6387
read3213 2954 0.004770017035775128 0.0 0.0 0.0 0.02 read498
read1869 2954 0.026000684228532328 0.0 0.042 0.0 0.01 read16671
read15733 2950 0.028659160696008188 0.026 0.05 0.0 0.02 read6167
read16094 2950 0.047765267826680315 0.104 0.03 0.0 0.01 read7180
