read12257 9948 0.021951465109253852 0.022 0.01 0.0 0.07 read16659
read5298 9944 0.022486639104567913 0.026 0.01 0.05 0.0 read7144
read2688 9944 0.027002518891687657 0.032 0.022 0.0 0.0 read4287
read17310 9944 0.04375505254648343 0.03 0.034 0.07 0.08 read6181
read9321 9944 0.026918036092348017 0.01 0.001937984496124031 0.06 0.0 read3650
read9633 9944 0.038643930985773386 0.03 0.0 0.07 0.0 read10131
read4922 9917 0.034876668014557216 0.05 0.058 0.1 0.17 read6008
read9669 9917 0.0379285931020532 0.062 0.032 0.09 0.11 read14333
read5121 9917 0.033735183871948134 0.034 0.002 0.05 0.01 read2354
read2104 9917 0.034653465346534656 0.03 0.028 0.0 0.02 read8137
read8020 9917 0.025560719337239846 0.032 0.022 0.04 0.02 read96
read1531 9912 0.049265162492237634 0.072 0.016 0.02 0.0 read5075
read9677 9912 0.039320731830587284 0.06 0.02 0.11 0.08 read3290
read4316 9912 0.027190943091074497 0.016 0.004 0.06 0.01 read7641
read12579 9912 0.029010411402001415 0.018 0.018 0.01 0.06 read6614
read9045 9911 0.02536891045077825 0.0 0.012 0.0 0.0 read13372
read13295 9906 0.025386871649640944 0.064 0.048 0.06 0.01 read5288
read17003 9906 0.037265822784810124 0.11 0.04 0.09 0.09 read9828
read3640 9886 0.0214857606161954 0.016 0.01 0.02 0.0 read5696
read17649 9886 0.02603586262789991 0.014 0.0 0.03 0.02 read9142
read6809 9876 0.03129763235443552 0.008 0.086 0.06 0.02 read8235
read6273 9876 0.034184555905992474 0.044 0.044 0.04 0.03 read16909
read7978 9876 0.030929925970996856 0.038 0.016 0.02 0.02 read15722
read8464 9876 0.034563621533442085 0.032 0.02 0.05 0.04 read10053
read2511 9876 0.03134828040986101 0.058 0.026 0.13 0.01 read2826
read8178 9876 0.02403894918348717 0.018 0.06 0.01 0.0 read16880
read15320 9872 0.028417740789607227 0.01 0.032 0.0 0.0 read8862
read4166 9872 0.03580901856763926 0.082 0.05 0.01 0.0 read5826
read1574 9872 0.03541349568746829 0.004 0.022 0.0 0.01 read15722
read6139 9872 0.023952095808383235 0.0 0.008 0.0 0.03 read6630
read16908 9872 0.022328224906119964 0.018 0.012 0.02 0.02 read2026
read1966 9872 0.01968943468994215 0.0 0.002 0.01 0.0 read3049
read7041 9866 0.0262381775653412 0.042 0.014 0.01 0.0 read11976
read7912 9862 0.0389160554197229 0.056 0.08070866141732283 0.0 0.1 read10595
read4556 9862 0.027598896044158234 0.038 0.004 0.2 0.03 read9332
read604 9862 0.028751396931829726 0.042 0.0 0.0 0.04 read10131
read12919 9862 0.021436553896169868 0.002 0.026 0.01 0.02 read16533
read15621 9862 0.01726414136285163 0.01 0.012 0.0 0.0 read12484
read7731 9855 0.04284232365145228 0.026 0.036 0.0 0.03 read11651
read4595 9855 0.027653517690117934 0.002 0.052 0.04 0.02 read3945
read658 9852 0.019729482355334078 0.03 0.0 0.02 0.02 read11501
read14095 9852 0.03050950879690837 0.036 0.03 0.01 0.05 read5429
read13203 9852 0.025322892301433947 0.0 0.0 0.01 0.03 read5353
read11073 9852 0.028475541543781145 0.042 0.0 0.02 0.0 read6436
read8786 9845 0.022593120293099938 0.016 0.032 0.03 0.01 read14409
read870 9845 0.024623524623524625 0.046 0.028 0.05 0.0 read10225
read10889 9845 0.02025239161408508 0.008 0.0 0.01 0.01 read5380
read4095 9845 0.021066558111133726 0.028 0.022 0.0 0.03 read8541
read6357 9845 0.02289843272949318 0.048 0.024 0.04 0.0 read4283
read10217 9845 0.019843288897934262 0.074 0.0 0.03 0.0 read8582
read8262 9842 0.03155858698971801 0.068 0.018 0.01 0.01 read16795
read12956 9842 0.032474804031354984 0.008 0.014 0.0 0.0 read8137
read8858 9842 0.024223918575063612 0.0 0.0 0.01 0.01 read9372
read12057 9833 0.01966578357448543 0.008 0.018 0.0 0.05 read8899
read11276 9829 0.0236734693877551 0.034 0.044 0.03 0.01 read3535
read6294 9829 0.1348362398979158 0.148 0.102 0.15 0.33 read9671
read9285 9829 0.021202854230377165 0.002 0.028 0.01 0.0 read2278
read6840 9829 0.03243574051407589 0.018 0.001968503937007874 0.02 0.02 read13101
read899 9829 0.020406081012141617 0.094 0.02 0.06 0.02 read11879
read16490 9829 0.02599388379204893 0.048 0.004 0.03 0.02 read14676
read14581 9826 0.022636892015907004 0.002 0.038 0.02 0.01 read15428
read13197 9814 0.0232011447260834 0.042 0.06 0.01 0.0 read1249
read15448 9814 0.033176806859942835 0.014 0.082 0.01 0.05 read16356
read17313 9814 0.026748340990301173 0.066 0.0 0.04 0.0 read15864
read5141 9793 0.021280949457745037 0.0 0.062 0.0 0.0 read8381
read15150 9793 0.03153798894122466 0.03162055335968379 0.024 0.0 0.03 read16179
read16252 9793 0.02803355842029875 0.0 0.054 0.01 0.01 read14875
read14357 9788 0.024667349027635618 0.01 0.026 0.02 0.0 read5583
read328 9788 0.021394206162350292 0.014 0.024 0.0 0.06 read8848
read15267 9788 0.028457365134609478 0.002 0.02 0.02 0.04 read6957
read13286 9788 0.031471040492055354 0.054 0.044 0.03 0.05 read5511
read9607 9785 0.02282964782964783 0.044 0.014 0.01 0.0 read5744
read8387 9785 0.1246449639501857 0.144 0.122 0.48 0.35 read7513
read13344 9785 0.02753326509723644 0.03 0.014 0.01 0.02 read4917
read4960 9766 0.030449046545007175 0.044 0.002 0.03 0.01 read8975
read15464 9766 0.022571047501795425 0.03 0.028 0.0 0.05 read8848
read15476 9766 0.024848547078755518 0.024 0.01 0.02 0.01 read12943
read7163 9765 0.030430759740927314 0.036 0.038 0.01 0.02 read11287
read8953 9765 0.0360073861304883 0.014 0.022 0.03 0.12 read14633
read9296 9765 0.024948665297741274 0.012 0.036 0.0 0.02 read4432
read13329 9765 0.03026882823722553 0.05 0.012 0.02 0.01 read15052
read15970 9765 0.026286066331245507 0.0 0.014 0.01 0.03 read10071
read14638 9761 0.027099158283719976 0.032 0.032 0.02 0.04 read10644
read15023 9761 0.020355710907782463 0.102 0.0 0.01 0.0 read6285
read14215 9761 0.020240419192438096 0.022 0.0 0.0 0.0 read6877
read14347 9745 0.02313386798272671 0.012 0.028 0.01 0.03 read11501
read16095 9745 0.02954498661725345 0.066 0.062 0.03 0.0 read5835
read17546 9733 0.028103767757875233 0.016 0.048 0.0 0.04 read9419
read10622 9733 0.0407493649449619 0.038 0.036 0.01 0.0 read6471
read6976 9733 0.028927321391805642 0.02 0.0 0.01 0.04 read17257
read1256 9733 0.031433577244151294 0.0 0.044 0.0 0.07 read15416
read4722 9721 0.030096887239744383 0.042 0.028 0.08 0.0 read1400
read11751 9721 0.024835119538334706 0.024 0.01 0.0 0.01 read9603
read16403 9721 0.04116549149730402 0.026 0.0 0.01 0.02 read8873
read11799 9721 0.025244719216898505 0.058 0.088 0.02 0.04 read4141
read15524 9718 0.029933938893476467 0.028 0.023622047244094488 0.04 0.13 read16545
read13814 9718 0.033698573495968574 0.018 0.046 0.15 0.2 read4169
read15883 9718 0.023095164449943292 0.026 0.036 0.03 0.05 read9276
read3219 9717 0.025984739121468346 0.026 0.016 0.0 0.0 read332
read9569 9717 0.03149199793495096 0.05 0.002 0.03 0.0 read2900
read668 9717 0.028665704268921427 0.032 0.044 0.04 0.04 read13061
read2903 9717 0.032996494122499484 0.024 0.012 0.0 0.01 read12567
read6649 9717 0.031450444858266084 0.022 0.021653543307086614 0.01 0.0 read15211
read541 9717 0.015894313138610797 0.0 0.018 0.0 0.0 read637
read7831 9714 0.025393864013266997 0.008 0.012 0.04 0.0 read6685
read9744 9714 0.03351552026399918 0.0 0.104 0.0 0.17 read8239
read3775 9713 0.02991541159480091 0.026 0.052 0.02 0.04 read6938
read7202 9713 0.03713637301423561 0.024 0.028 0.04 0.03 read15197
read10862 9713 0.024757582009490405 0.038 0.112 0.01 0.0 read9145
read12689 9713 0.025376521559727666 0.006 0.016 0.0 0.05 read14907
read2792 9713 0.032844818625922464 0.024 0.038 0.07 0.02 read16631
read1248 9713 0.021366639141205616 0.048 0.048 0.04 0.03 read17414
read8063 9713 0.020755885997521685 0.008 0.004 0.01 0.04 read3413
read16592 9712 0.039409883421025485 0.04 0.03 0.01 0.2 read8332
read2712 9712 0.02713298256473744 0.0 0.066 0.03 0.06 read14676
read13115 9711 0.03021864686468647 0.022 0.032 0.01 0.07 read5583
read7110 9711 0.04110581901014703 0.05 0.112 0.01 0.04 read13942
read14167 9711 0.026929426330994634 0.024 0.0 0.1 0.0 read5219
read7541 9711 0.021357820883202643 0.046 0.028 0.01 0.04 read15520
read2891 9711 0.02311184482047049 0.012 0.028 0.0 0.03 read16328
read7021 9704 0.029943211151264842 0.016 0.052 0.01 0.0 read8492
read16212 9704 0.028704181724315953 0.026 0.058 0.03 0.05 read14873
read12961 9704 0.022922044398554466 0.01 0.006 0.03 0.01 read6607
read8140 9704 0.020547237996902428 0.008 0.022 0.0 0.0 read5425
read14595 9704 0.029572950056871057 0.02 0.098 0.02 0.23 read16732
read15186 9704 0.02447083118224058 0.022 0.0 0.01 0.0 read24
read2939 9702 0.024594399090627262 0.018 0.018 0.01 0.01 read5583
read6701 9702 0.03635237013322318 0.04 0.062 0.01 0.04 read13339
read16473 9702 0.022811725846407928 0.028 0.022 0.0 0.02 read3703
read3098 9702 0.02809046783021791 0.026 0.024 0.06 0.03 read16806
read10202 9701 0.023126161470163123 0.018 0.05357142857142857 0.03 0.01 read14409
read3598 9701 0.027990084693245196 0.018 0.016 0.02 0.01 read3577
read2981 9701 0.028713075810782897 0.002 0.034 0.01 0.02 read15325
read13596 9701 0.03150175583557116 0.034 0.016 0.01 0.01 read1882
read17550 9701 0.026027680231357157 0.0 0.02 0.02 0.05 read13747
read13472 9700 0.02107220328478463 0.038 0.0 0.05 0.0 read3951
read8686 9700 0.023898199875853506 0.04 0.0 0.02 0.01 read275
read16332 9700 0.040712731793224904 0.046 0.072 0.0 0.15 read9605
read8478 9700 0.025513893192851977 0.034 0.008 0.03 0.0 read15929
read9873 9700 0.028769533271240814 0.04 0.036 0.04 0.0 read8191
read5201 9700 0.032331370726164654 0.042 0.12 0.04 0.01 read10897
read1323 9700 0.033309121095776696 0.032 0.178 0.05 0.19 read5254
read4890 9700 0.02845907068198282 0.024 0.072 0.02 0.0 read17398
read7996 9700 0.02489412250800537 0.014 0.032 0.01 0.02 read8137
read420 9700 0.023061013443640123 0.062 0.0 0.03 0.05 read11236
read9694 9700 0.0028940568475452197 0.0 0.0 0.0 0.0 read10652
read13468 9690 0.02150760004136077 0.026 0.012 0.02 0.02 read6344
read9594 9690 0.03308861544824734 0.024 0.038 0.03 0.01 read4462
read11201 9681 0.03352302121055355 0.0437375745526839 0.03 0.02 0.03 read16609
read2573 9681 0.02287311115711033 0.02 0.086 0.0 0.04 read8235
read10045 9681 0.037052413077322266 0.032 0.052 0.0 0.03 read8475
read13384 9681 0.08036654729302717 0.01 0.19 0.0 0.97 read12235
read4994 9681 0.025667563651417927 0.0 0.026 0.0 0.01 read14875
read15412 9681 0.02586652871184687 0.012 0.0 0.04 0.02 read17208
read10367 9681 0.022562616435520596 0.018 0.0 0.01 0.01 read13553
read10350 9681 0.019250672738563443 0.024 0.03 0.0 0.01 read15478
read17194 9681 0.02504657420823846 0.01 0.034 0.02 0.01 read2099
read11319 9680 0.024945657799399647 0.0 0.064 0.0 0.01 read4960
read11241 9680 0.027843908498085084 0.0 0.036 0.01 0.01 read15477
read12975 9678 0.020496894409937887 0.006 0.0 0.01 0.01 read1219
read5778 9678 0.03750129493421734 0.082 0.058 0.26 0.02 read10728
read6424 9678 0.03201663201663202 0.022 0.024 0.07 0.04 read4637
read5665 9678 0.03565859236926915 0.01 0.024 0.09 0.0 read10097
read17542 9678 0.04058391137798944 0.032 0.022 0.04 0.03 read7764
read3078 9678 0.023501397660213273 0.048 0.022 0.05 0.1 read11879
read15395 9665 0.026539498237611446 0.036 0.082 0.03 0.05 read6507
read1603 9665 0.02839966832504146 0.046 0.012 0.03 0.0 read659
read5212 9665 0.034292840070664035 0.088 0.032 0.18 0.04 read16659
read6907 9665 0.03223131930770028 0.02 0.016 0.0 0.03 read73
read1859 9665 0.029393435812214375 0.03 0.014 0.03 0.08 read12182
read4042 9665 0.003316749585406302 0.014 0.0 0.0 0.01 read16545
read9805 9645 0.0016621649698732599 0.0 0.0 0.0 0.0 read14948
read2581 9645 0.02327030957822564 0.062 0.014 0.03 0.02 read14570
read7264 9645 0.02782969885773624 0.0 0.032 0.0 0.01 read2278
read16249 9645 0.025370641052411776 0.01 0.036 0.01 0.06 read2935
read4355 9638 0.026717954049277473 0.008 0.0 0.02 0.02 read8848
read8142 9638 0.029984383133784487 0.03 0.04 0.0 0.05 read9796
read10260 9638 0.023807048549745295 0.028 0.0 0.03 0.02 read1569
read10383 9638 0.030252625012995114 0.014 0.08 0.0 0.0 read4869
read566 9638 0.02079218213951554 0.014 0.014 0.0 0.0 read11562
read6587 9638 0.018395344003325712 0.024 0.022 0.02 0.06 read10158
read2813 9638 0.020168416675330075 0.0 0.0 0.01 0.0 read11834
read13223 9619 0.029289139045236605 0.017716535433070866 0.0 0.02 0.01 read577
read9472 9619 0.02738727480995522 0.01 0.008 0.03 0.03 read12882
read4939 9619 0.0275 0.004 0.026 0.02 0.01 read16101
read10034 9619 0.0253125 0.028 0.028 0.01 0.03 read11372
read2092 9619 0.029712260216847374 0.014 0.0 0.01 0.02 read12780
read14338 9608 0.026905829596412557 0.022 0.042 0.02 0.05 read11372
read17666 9607 0.026074259491030455 0.038 0.012 0.01 0.06 read6074
read7422 9607 0.027835696413678064 0.032 0.016 0.04 0.01 read14751
read1856 9607 0.024090103243299615 0.0 0.062 0.0 0.01 read8454
read1186 9607 0.023918947148527263 0.052 0.0 0.06 0.02 read6612
read12031 9604 0.03839332290036515 0.01 0.054 0.01 0.07 read1747
read5269 9580 0.02246483308838967 0.04 0.0 0.0 0.01 read14471
read14816 9580 0.029099695346149805 0.022 0.01 0.03 0.0 read12531
read12179 9580 0.03861895267079442 0.018 0.042 0.01 0.02 read6912
read15603 9580 0.024997385210752014 0.004 0.046 0.02 0.08 read8504
read5240 9524 0.02367175170962651 0.016 0.01 0.06 0.0 read9796
read10341 9524 0.027658008202755286 0.034 0.02 0.03 0.05 read993
read15031 9524 0.026301946344029457 0.038 0.012 0.01 0.02 read5445
read6933 9521 0.029814580699536453 0.07142857142857142 0.038 0.25 0.01 read1090
read11868 9518 0.029897883987788188 0.05 0.02 0.02 0.0 read10696
read11044 9518 0.034635224760501106 0.032 0.028 0.04 0.06 read3305
read14583 9518 0.0222128645120539 0.0 0.022 0.0 0.02 read6783
read6259 9518 0.023581429624170966 0.006 0.022 0.02 0.0 read11828
read12387 9516 0.028278991241954207 0.016 0.084 0.03 0.02 read488
read11407 9516 0.019585132146993787 0.016 0.01 0.06 0.0 read5583
read12337 9516 0.04069583552978387 0.02186878727634195 0.034 0.14 0.0 read15929
read3296 9516 0.03011477308623776 0.04 0.016 0.01 0.02 read12613
read12069 9505 0.030392570704938792 0.05 0.032 0.13 0.03 read10123
read16835 9505 0.020451191229179842 0.01 0.038 0.0 0.0 read10816
read4383 9505 0.032679738562091505 0.064 0.02 0.4 0.24 read16126
read4993 9505 0.026801730505434208 0.048 0.05 0.04 0.02 read13720
read11851 9500 0.037393049540509135 0.046 0.092 0.02 0.05 read9605
read14451 9500 0.04322096586706119 0.027131782945736434 0.112 0.01 0.28 read5209
read3339 9500 0.025646437994722954 0.004 0.038 0.01 0.04 read1158
read12911 9496 0.038619816397594174 0.026 0.038 0.14 0.01 read16219
read8776 9457 0.031892350074168255 0.012 0.026 0.04 0.01 read6537
read16549 9457 0.11784922394678492 0.126 0.09 0.28 1.89 read9671
read6459 9445 0.02737110120942075 0.068 0.036 0.01 0.03 read13835
read5827 9445 0.037621229883832465 0.056 0.01 0.0 0.02 read12863
read11795 9445 0.0026522384892849566 0.0 0.0 0.0 0.0 read8388
read11992 9445 0.026098026734563972 0.006 0.018 0.05 0.0 read5106
read17011 9438 0.020915171461938633 0.008 0.018 0.04 0.06 read13410
read6665 9438 0.019271720613287906 0.006 0.0 0.01 0.0 read14220
read7782 9438 0.028477313781744767 0.026 0.036 0.06 0.01 read7157
read8390 9437 0.026438734338500743 0.018 0.048 0.01 0.0 read6432
read6377 9437 0.026120195370567 0.002 0.044 0.06 0.0 read17222
read5052 9437 0.03620726268846889 0.048 0.064 0.0 0.01 read15252
read16512 9437 0.02038649394775961 0.014 0.0 0.01 0.0 read16671
read12985 9437 0.025720055266234457 0.036 0.02 0.02 0.02 read5066
read17051 9423 0.02774234693877551 0.01 0.022 0.0 0.01 read1340
read5118 9418 0.02159804234493031 0.024 0.032 0.01 0.01 read2150
read16802 9418 0.023725928290243642 0.022 0.0 0.0 0.02 read7815
read1151 9418 0.03160029892174656 0.026 0.004 0.03 0.03 read14243
read7216 9418 0.024257899776571976 0.022 0.0 0.02 0.01 read15997
read10037 9408 0.02779848759186282 0.01 0.056 0.03 0.06 read12654
read15420 9408 0.02875705612951326 0.028 0.012 0.0 0.01 read2899
read4835 9408 0.027419182758988584 0.018 0.002 0.01 0.03 read7668
read7058 9408 0.016426666666666666 0.016 0.01 0.01 0.0 read6557
read3841 9408 0.021834061135371178 0.0 0.038 0.0 0.04 read17000
read3677 9396 0.02249227161283445 0.0 0.028 0.0 0.0 read13485
read2031 9396 0.04282815336964648 0.008 0.014 0.07 0.04 read7400
read85 9348 0.021543408360128618 0.026 0.012 0.02 0.0 read5288
read2174 9348 0.024761496409047058 0.01 0.002 0.03 0.0 read14340
read11511 9348 0.04285867352405443 0.046 0.066 0.05 0.18 read5209
read16771 9348 0.02468075973816933 0.086 0.012 0.05 0.03 read16068
read3469 9348 0.02390395540786794 0.032 0.046 0.04 0.01 read3032
read10803 9337 0.037132431852328826 0.032 0.074 0.0 0.04 read3871
read249 9337 0.030478643485726552 0.02 0.014 0.01 0.0 read6491
read8165 9337 0.035549350230909674 0.0 0.058 0.0 0.0 read4371
read3427 9337 0.03276399183585777 0.014 0.078 0.04 0.1 read16935
read17478 9337 0.03412749517063748 0.01 0.032 0.02 0.14 read1195
read1682 9337 0.020712599270229663 0.0 0.006 0.0 0.03 read10664
read9748 9337 0.04595404595404595 0.01 0.064 0.03 0.0 read5295
read17212 9337 0.026507834299205838 0.016 0.032 0.02 0.01 read2278
read5007 9337 0.018244258424554627 0.022 0.024 0.01 0.02 read11808
read12807 9337 0.025855594893251798 0.06560636182902585 0.016 0.03 0.02 read11879
read5902 9337 0.024188346592130726 0.02 0.03 0.03 0.02 read4763
read7000 9336 0.0245787270580659 0.0 0.0 0.03 0.0 read9045
read2567 9336 0.030696576151121605 0.062 0.028 0.01 0.01 read7101
read1136 9336 0.021358806482773426 0.012 0.016 0.01 0.01 read4323
read12701 9333 0.021150955550783765 0.036 0.014 0.03 0.01 read11365
read900 9333 0.028988619282800086 0.042 0.022 0.1 0.01 read6108
read11180 9333 0.026626583637534895 0.022 0.036 0.02 0.02 read2335
read17580 9333 0.027270775177152675 0.03 0.012 0.02 0.06 read2335
read17471 9333 0.0198775115504459 0.048 0.026 0.08 0.01 read14875
read8404 9333 0.024039493453530802 0.014 0.004 0.01 0.03 read13747
read17611 9333 0.014923770667811895 0.0 0.002 0.02 0.01 read9129
read17415 9316 0.02796601054103474 0.014 0.012 0.05 0.01 read10690
read2118 9316 0.023123252312325232 0.028 0.03 0.02 0.01 read1045
read11010 9298 0.028343571505550166 0.052 0.024 0.0 0.02 read6240
read318 9298 0.02985235477960987 0.008 0.032 0.03 0.01 read5511
read17036 9298 0.02661924776376765 0.034 0.026 0.01 0.01 read13177
read14172 9289 0.0267529665587918 0.0 0.042 0.0 0.04 read2562
read5855 9289 0.023722234203148587 0.008 0.0 0.02 0.0 read549
read3692 9289 0.030097087378640777 0.04 0.014 0.03 0.01 read10903
read11231 9289 0.029052813478777407 0.0 0.05 0.01 0.05 read9247
read353 9285 0.02644075113317505 0.058 0.084 0.12 0.0 read1853
read17058 9285 0.023022049286640728 0.01 0.008 0.02 0.08 read15643
read4180 9276 0.022390481341265547 0.01 0.04 0.03 0.04 read12880
read5824 9276 0.046561992420140766 0.108 0.076 0.03 0.06 read2900
read9793 9276 0.023323615160349854 0.032 0.01 0.02 0.06 read16513
read8198 9276 0.11444141689373297 0.072 0.13 0.33 0.71 read2484
read1769 9276 0.03237019335216163 0.026 0.0 0.01 0.0 read9719
read3624 9276 0.01707923467733218 0.0 0.004 0.0 0.02 read12470
read9847 9276 0.028194879550610348 0.028 0.012 0.01 0.05 read17124
read528 9249 0.023424791237392908 0.008 0.028 0.0 0.06 read5908
read1483 9245 0.03501860363318013 0.028 0.096 0.0 0.02 read15899
read6733 9245 0.030565792326035117 0.032 0.09 0.03 0.06 read11567
read16722 9245 0.022942263781667936 0.008 0.066 0.01 0.09 read1808
read12464 9245 0.03273357901582484 0.018 0.044 0.02 0.0 read2807
read16757 9245 0.04287885366912723 0.016 0.038 0.03 0.01 read15929
read9792 9245 0.02785605896379796 0.004 0.054 0.02 0.03 read7248
read2811 9245 0.140771755120516 0.19 0.292 0.37 1.17 read12235
